customer_acquisition_cost,ltv,churn_rate,retention_rate,arpu,mrr,arr,conversion_rate,revenue_per_customer
291.62,2336.81,0.1937,0.9344,110.62,43596.08,544603.65,0.1859,479.14
367.61,2572.02,0.2055,0.7035,165.96,48332.99,559757.54,0.153,864.7
197.6,2157.99,0.0531,0.9256,114.5,27717.01,446546.0,0.009,1425.31
319.66,3187.97,0.0171,0.7564,123.08,61569.49,664048.47,0.0952,1158.35
230.76,3370.2,0.2399,0.8699,77.96,66430.27,820149.93,0.1693,531.59
265.09,2588.6,0.0106,0.8298,67.58,52437.33,884978.36,0.0822,1173.5
280.42,2830.59,0.1097,0.8658,124.61,66019.05,547228.45,0.1975,1280.12
162.48,957.17,0.1534,0.7387,70.38,94225.14,595534.45,0.1701,1082.93
216.59,2320.14,0.2474,0.8325,125.33,19506.51,478964.66,0.1518,1038.85
376.33,3437.11,0.2532,0.7107,159.04,51356.45,797726.84,0.0314,798.89
341.46,2318.31,0.2202,0.7119,134.95,28338.56,361553.25,0.026,1182.46
270.3,2072.48,0.0817,0.8907,123.06,76251.83,463044.22,0.13,1235.28
293.23,4434.19,0.2189,0.976,113.53,54564.1,12000.0,0.134,1138.84
252.93,4074.94,0.0815,0.9254,92.84,38981.43,372511.19,0.0338,1602.7
376.74,3016.27,0.0722,0.8361,101.37,46204.1,488969.52,0.1715,984.94
259.97,3542.15,0.1687,0.7162,87.09,72548.95,504866.71,0.1754,637.25
292.39,906.35,0.2069,0.7131,63.35,57962.7,349613.47,0.0862,1580.19
360.95,2033.08,0.0254,0.7458,106.12,60052.18,382289.12,0.1235,451.65
216.7,2281.87,0.0274,0.983,140.08,75053.31,855790.82,0.1046,923.75
391.91,2465.15,0.2374,0.8156,64.19,66247.13,451574.53,0.012,758.35
160.22,2266.21,0.2593,0.9446,149.29,69046.12,247765.37,0.0226,1017.71
397.22,652.48,0.1853,0.9045,143.54,48415.46,399516.81,0.1571,1006.87
247.05,2952.39,0.1344,0.8756,117.57,13310.91,402147.89,0.1002,747.17
256.8,3075.86,0.2551,0.9749,117.83,52208.8,592071.04,0.1241,1388.01
133.25,3904.82,0.2214,0.7668,99.1,39536.44,677204.04,0.1245,1007.33
240.89,2032.49,0.1781,0.8319,106.33,63511.65,337990.91,0.079,1435.99
197.01,1968.37,0.1027,0.9508,90.32,21289.75,665459.85,0.0107,679.8
229.43,550.68,0.0674,0.86,106.0,64165.88,883148.35,0.1584,708.09
264.7,2420.04,0.1314,0.7715,109.43,53610.92,807173.06,0.0963,699.62
346.83,3355.87,0.0932,0.7606,164.57,56337.66,720686.12,0.0321,1214.35
290.57,2170.78,0.1084,0.9183,122.91,60709.56,686729.05,0.0091,1603.36
298.08,4329.03,0.1595,0.7037,98.37,50030.34,543258.39,0.0084,953.77
192.84,2449.0,0.059,0.9651,101.87,45005.68,886937.3,0.0115,317.35
208.94,2765.14,0.2438,0.7053,82.41,69227.12,690989.45,0.0352,1200.28
409.9,1582.24,0.0522,0.883,87.63,60287.13,446733.01,0.0501,1260.49
219.86,2874.99,0.1495,0.8754,133.84,61865.87,576148.17,0.0532,722.54
399.22,1099.53,0.2263,0.8677,89.36,49138.34,472211.41,0.1283,1229.11
256.77,3193.4,0.1507,0.8376,85.44,52307.25,578504.23,0.0521,1306.75
275.17,3217.47,0.1147,0.9472,86.24,50281.54,846662.52,0.1364,401.07
355.28,3714.78,0.1477,0.8912,81.91,21721.4,571095.97,0.1656,1403.43
370.39,1851.02,0.2561,0.9267,140.69,27711.44,448670.04,0.08,1423.28
266.69,2775.77,0.2972,0.7335,109.52,48467.47,812054.62,0.1451,952.4
245.88,3091.66,0.193,0.7145,96.06,19522.5,858752.58,0.0253,1254.3
270.81,2996.45,0.2401,0.7083,105.93,48682.71,450499.68,0.0689,1675.87
300.35,1972.18,0.0142,0.7427,111.88,35744.72,899028.66,0.1381,841.81
341.85,776.28,0.2653,0.8934,81.34,49246.38,796576.03,0.1867,1417.56
275.32,2921.79,0.2867,0.8433,61.0,53305.06,496720.76,0.125,1127.63
321.42,2530.54,0.1768,0.9182,147.39,19839.4,847340.98,0.0759,689.07
397.88,2206.11,0.2286,0.7556,136.29,55863.77,362084.63,0.0662,473.47
303.6,3248.42,0.1587,0.8064,116.96,43082.53,510621.84,0.0814,1278.59
298.37,2614.81,0.093,0.9577,134.11,12173.71,389201.29,0.1323,636.35
161.08,1616.63,0.2572,0.9714,165.62,42895.47,412626.45,0.0688,1356.51
77.7,1137.03,0.1831,0.9673,88.05,56764.59,774515.8,0.0966,358.23
304.13,1765.65,0.178,0.9373,69.53,43806.27,603099.94,0.153,1097.2
267.89,4524.53,0.2011,0.8996,125.95,42800.25,386006.85,0.0514,948.53
236.39,3216.18,0.2582,0.965,58.55,53038.78,489258.29,0.1447,1581.02
293.26,2797.75,0.2223,0.9071,106.2,42592.49,474401.87,0.1535,1121.46
270.47,2507.7,0.0712,0.9766,95.55,46091.99,655668.74,0.1734,1244.01
359.58,2456.21,0.1454,0.7072,126.34,28613.39,1056077.46,0.0097,913.57
281.46,3564.3,0.2943,0.9673,89.73,41948.31,646736.17,0.0272,993.44
218.98,2265.7,0.1708,0.8612,142.99,81587.31,659842.53,0.1912,1383.24
349.26,3101.92,0.2821,0.7324,81.35,53443.85,911149.31,0.0295,1055.17
258.72,2377.06,0.2459,0.7623,127.35,54940.55,498515.18,0.1001,758.99
314.49,4169.79,0.2031,0.9471,83.9,39895.9,869910.07,0.0376,1411.12
239.19,3231.46,0.1113,0.8468,122.37,43987.66,521948.62,0.1633,1583.86
226.26,3625.69,0.0983,0.985,72.87,46730.0,534679.98,0.0238,1525.9
281.31,2192.21,0.1966,0.7341,104.24,64924.26,540720.14,0.0217,1458.59
275.96,3478.87,0.1354,0.8196,146.87,70280.99,584810.93,0.1034,960.46
310.99,2405.15,0.2416,0.7962,108.64,43003.22,571363.03,0.0514,739.24
254.85,2736.19,0.2305,0.8497,142.46,50113.59,676934.6,0.134,674.3
137.27,3930.79,0.1005,0.8837,104.17,46621.95,521991.49,0.1385,636.04
242.54,1833.16,0.2138,0.8919,89.01,63079.0,625890.01,0.1193,1020.39
334.54,2809.21,0.1534,0.7004,110.45,58231.68,286892.78,0.1678,1610.91
252.7,2993.1,0.1038,0.7258,124.58,49015.77,760918.44,0.141,526.22
256.52,3057.34,0.1298,0.7102,44.66,67159.16,830141.11,0.0416,1055.31
348.98,2296.89,0.2697,0.9507,121.54,59048.87,649870.69,0.0203,948.62
221.6,4284.24,0.1143,0.7909,75.24,37776.44,754075.36,0.1508,677.71
159.29,1635.64,0.0933,0.8064,67.37,50635.5,440188.42,0.1493,969.76
262.95,3792.79,0.112,0.8306,122.05,47587.42,906481.34,0.1708,1458.41
238.69,3601.8,0.0722,0.9463,147.39,34200.08,643658.57,0.0445,1121.99
202.53,4139.03,0.1679,0.7041,111.85,46782.39,288184.15,0.0485,1248.61
261.85,1405.89,0.0528,0.7344,62.08,69294.94,846646.86,0.1175,1388.52
311.86,1969.42,0.2471,0.8987,83.77,68566.05,748111.31,0.0353,1172.45
274.3,3818.69,0.0754,0.9795,91.75,65568.62,976583.12,0.0628,933.38
298.02,1179.65,0.1834,0.8864,111.21,63355.87,935446.77,0.1634,1081.79
411.01,1391.61,0.0463,0.7757,102.72,53931.72,871679.53,0.0702,710.13
249.28,2267.49,0.2938,0.8508,120.68,40577.52,699848.0,0.0072,1068.12
295.88,2800.4,0.1418,0.9827,136.67,59802.0,747179.49,0.1319,1088.62
236.81,3897.24,0.2484,0.8531,115.92,23335.61,392429.25,0.0402,1467.1
211.52,2504.88,0.2329,0.8083,133.44,39413.95,551153.46,0.0432,947.33
231.13,2173.55,0.217,0.8112,96.46,68728.48,1196878.32,0.0082,947.31
239.09,2893.92,0.2499,0.9804,200.0,42380.41,263921.65,0.1177,570.04
301.96,3017.85,0.0391,0.9085,122.52,61059.61,667427.81,0.1146,1255.35
451.18,2995.64,0.2068,0.8993,126.66,44509.53,598189.8,0.0238,584.73
221.3,2510.58,0.0871,0.7673,160.66,59577.77,774962.39,0.0148,892.35
243.75,1118.52,0.2379,0.8623,107.79,25088.48,645326.05,0.1007,825.1
270.27,1931.2,0.2875,0.8035,84.56,71484.68,846485.02,0.1574,1332.05
304.68,3762.55,0.2714,0.7697,146.37,32086.74,608998.92,0.191,1204.51
294.77,2796.54,0.0433,0.9597,148.23,28029.71,759304.51,0.0197,1274.12
371.31,2397.36,0.1172,0.8111,109.86,70598.01,678405.34,0.1431,1349.44
93.02,3525.9,0.1157,0.782,160.72,50453.48,548260.56,0.0423,847.5
95.98,1764.74,0.0455,0.9702,102.36,45446.92,520061.31,0.0116,775.23
237.81,2473.48,0.0385,0.7572,134.52,76366.16,859016.48,0.0703,516.79
357.3,2757.91,0.1216,0.9162,152.99,62562.85,729739.45,0.1169,1090.4
157.58,2304.25,0.2977,0.8893,108.11,43083.23,803248.04,0.1223,802.21
50.0,2728.93,0.175,0.9669,119.47,48282.64,854449.39,0.0146,1192.88
317.84,2502.97,0.1903,0.9413,137.49,68219.54,503478.2,0.1859,1417.46
293.27,1553.85,0.1466,0.9045,93.4,34601.0,552376.33,0.0156,1344.55
193.23,2792.16,0.2021,0.7912,79.22,74317.03,538520.83,0.0474,1088.27
201.08,1609.46,0.2874,0.8437,147.21,43184.57,810163.53,0.0893,1074.69
202.27,2779.73,0.1807,0.9739,114.71,36120.42,623993.03,0.1894,1047.08
283.29,3726.41,0.0289,0.7067,88.99,68434.07,642285.56,0.1983,1722.87
228.03,2429.87,0.1529,0.9304,107.98,62620.99,397160.4,0.0051,865.58
312.05,1732.34,0.2979,0.773,121.1,21186.21,769159.17,0.0488,1075.08
60.9,2550.53,0.1223,0.7537,55.31,48737.39,775715.1,0.1028,992.68
210.74,1998.29,0.1822,0.7673,127.67,32264.22,717080.02,0.1404,802.01
190.55,3115.7,0.0409,0.7173,117.93,63672.58,638236.89,0.1331,929.73
255.77,2534.08,0.0509,0.9877,157.41,78873.62,812562.7,0.054,1058.84
234.65,3989.31,0.2637,0.9523,98.07,59372.36,596296.24,0.0435,674.82
334.84,3561.01,0.0971,0.8511,148.61,37965.48,887079.01,0.0078,1572.05
135.55,2530.09,0.0986,0.9074,103.59,65184.02,747546.33,0.1694,1279.97
278.41,3210.56,0.1223,0.8614,109.41,49669.14,356079.78,0.0789,1395.79
316.88,2341.96,0.2903,0.9354,113.9,49282.55,579556.98,0.1735,998.91
414.25,2676.6,0.0345,0.945,171.29,42492.64,670336.76,0.0681,950.87
238.87,2366.88,0.2474,0.7675,65.75,52227.3,468066.16,0.1524,982.26
299.33,3250.39,0.1091,0.8333,120.68,49328.91,819752.94,0.0186,829.48
139.71,3772.51,0.2563,0.8841,106.34,10830.74,214736.29,0.1632,1461.62
95.6,3275.61,0.2976,0.9837,104.1,50926.78,765150.96,0.1787,1492.29
338.36,3372.18,0.1111,0.898,123.46,48229.32,742689.31,0.0567,1224.07
274.58,3373.04,0.0475,0.9603,140.02,56222.51,212476.08,0.0327,1587.72
363.39,3081.82,0.0519,0.9454,121.84,17388.92,626493.91,0.0432,1808.86
171.99,1757.56,0.23,0.8688,144.11,58948.05,519875.25,0.1742,1634.82
313.99,3982.43,0.052,0.9592,97.05,50972.02,886670.9,0.0608,901.43
415.16,4063.46,0.0855,0.8095,103.46,58669.74,440176.44,0.0501,284.01
306.48,2466.79,0.0693,0.81,73.31,23619.4,764236.45,0.1959,1285.22
295.74,2359.62,0.1131,0.9265,167.79,30127.13,803667.48,0.1357,1185.17
275.64,3129.72,0.0316,0.739,99.09,19562.72,528266.52,0.1673,1084.5
157.18,3081.47,0.2585,0.7887,95.59,52914.24,862952.75,0.1507,976.57
376.67,2491.81,0.2594,0.8765,124.21,44806.35,523726.42,0.0779,1477.71
229.19,1670.81,0.1298,0.8218,140.06,48124.07,869842.96,0.1732,560.3
312.84,2889.47,0.1875,0.9728,83.08,27524.55,1121663.37,0.1197,1535.13
157.77,3081.96,0.1962,0.978,142.58,30537.77,790187.52,0.1332,1599.01
186.54,3218.56,0.2273,0.8457,95.4,9314.48,727209.63,0.0686,1097.56
382.63,2923.61,0.161,0.8563,150.3,28298.46,512323.43,0.1963,1140.0
248.95,2437.63,0.158,0.9101,87.87,39774.4,973696.59,0.1716,674.51
384.0,3428.63,0.1931,0.8326,128.29,40627.26,781870.67,0.0339,1368.09
269.13,2701.58,0.2139,0.7551,106.35,49384.19,514834.04,0.0448,1452.56
136.86,2285.81,0.1105,0.9166,69.33,63066.89,902824.79,0.151,1292.04
341.91,2508.49,0.1058,0.914,60.16,39131.83,627757.2,0.01,657.49
230.76,1282.32,0.0882,0.771,81.47,58565.02,740015.59,0.0704,540.35
327.4,2507.24,0.1692,0.9415,136.43,63341.31,524740.17,0.1088,973.9
276.89,3189.28,0.1144,0.878,43.47,69475.63,420159.8,0.045,1075.08
159.27,2916.16,0.1667,0.7685,115.57,58581.47,430454.03,0.1753,1371.48
287.32,3841.19,0.1277,0.8891,112.82,51709.25,530485.8,0.1784,973.84
439.72,2444.0,0.2527,0.7677,51.73,32679.39,707609.39,0.1916,1386.5
311.97,3031.73,0.0312,0.7769,79.76,54996.41,546978.09,0.0335,1407.57
270.69,3270.98,0.1759,0.9459,79.71,44291.24,449323.68,0.0205,1199.96
355.65,4485.24,0.1769,0.9696,106.67,73212.05,417679.9,0.1134,1325.2
290.8,2763.4,0.1213,0.7745,151.43,52005.94,856763.31,0.1595,918.25
290.72,1832.05,0.1321,0.9691,139.04,47860.51,581745.09,0.0618,688.48
193.13,3314.21,0.242,0.7693,93.59,73862.82,218385.67,0.052,869.84
292.54,4111.49,0.0914,0.734,78.74,42540.81,604466.63,0.106,786.3
352.66,2397.34,0.2627,0.7169,55.65,50447.26,523753.3,0.099,1433.37
212.3,3308.85,0.2699,0.7702,93.01,83654.97,646483.94,0.0985,1323.16
381.84,3612.5,0.1987,0.8117,76.54,54892.89,493689.54,0.084,407.03
268.12,3446.7,0.2341,0.969,103.86,69064.79,860801.41,0.1468,1106.63
208.42,2748.35,0.1878,0.7702,105.06,75312.54,575628.49,0.1249,484.51
349.82,2102.86,0.1623,0.806,89.94,41394.26,564341.06,0.1001,706.76
253.49,2586.33,0.2903,0.9129,90.6,65494.78,543423.22,0.1455,1313.47
331.96,3009.24,0.092,0.7876,83.03,45009.64,699790.37,0.056,503.97
253.12,3361.44,0.0547,0.8985,88.77,84158.99,684196.68,0.1789,618.0
270.51,2911.59,0.0934,0.8253,150.47,74319.76,528613.16,0.0799,725.7
312.02,2352.41,0.1882,0.757,121.4,62764.32,610723.38,0.0689,548.1
296.82,3085.05,0.0637,0.9129,121.83,67735.86,555903.27,0.1107,600.25
125.34,3323.73,0.2736,0.7078,137.04,39022.75,774242.2,0.0577,1032.23
190.91,2947.36,0.1292,0.7848,134.24,78839.54,350819.99,0.0574,516.49
344.71,1994.99,0.2565,0.8033,150.12,35577.71,538559.78,0.0202,971.15
265.09,2507.9,0.0823,0.8329,123.63,57216.04,567281.38,0.1321,1052.88
235.72,3392.46,0.1008,0.8972,111.5,38719.66,882147.09,0.183,1288.1
173.11,1566.64,0.0272,0.8332,86.29,64696.4,838718.11,0.1386,1344.29
194.02,1010.34,0.0848,0.8724,78.9,79293.72,683646.47,0.1157,614.2
123.37,3831.33,0.1522,0.8728,132.94,57950.46,409106.08,0.1438,630.8
267.4,3050.61,0.2844,0.8082,101.48,55698.84,617333.82,0.1935,613.14
230.12,3125.27,0.1228,0.9709,61.94,48625.3,978170.16,0.0706,1300.44
202.51,1806.49,0.1955,0.9772,38.72,52157.62,576558.46,0.089,1159.43
269.89,3227.73,0.134,0.8687,173.01,44960.32,631466.4,0.0608,938.16
302.3,2865.61,0.0236,0.7208,73.78,77450.26,642909.33,0.0083,672.52
431.99,1408.94,0.156,0.8424,83.27,63600.56,437745.34,0.0727,1099.17
161.61,3765.69,0.0291,0.7535,143.89,44767.76,445822.89,0.019,1483.46
361.95,2774.3,0.2663,0.8401,66.73,51496.52,445619.48,0.1724,1462.84
347.98,2339.73,0.2284,0.7547,121.83,98612.19,546942.03,0.1445,583.48
216.57,2353.91,0.1198,0.9041,162.7,54990.53,693556.05,0.0643,1389.17
290.24,1071.41,0.1957,0.7233,171.94,74473.7,639647.33,0.0689,579.33
240.68,3114.78,0.0425,0.9765,90.83,40986.78,706461.0,0.1161,922.61
288.93,2855.12,0.2137,0.7567,104.62,58314.35,1033761.33,0.1606,885.32
388.18,2497.97,0.2486,0.8916,92.45,40195.75,1119781.93,0.1451,1134.33
320.42,3651.48,0.2483,0.9659,104.43,41667.38,624580.16,0.0106,732.55
313.15,1565.98,0.0924,0.7719,146.11,63596.74,788791.42,0.1581,1082.58
242.73,2182.53,0.0865,0.9709,60.69,35722.71,736502.78,0.1769,707.71
163.7,1984.16,0.1612,0.8127,125.52,30831.38,819234.26,0.0225,1104.46
259.36,2431.61,0.2907,0.9786,98.81,61806.25,812255.1,0.1552,632.86
365.5,2702.85,0.277,0.9817,148.34,42444.9,501414.08,0.0541,924.05
160.46,2986.84,0.1143,0.7545,146.65,45879.99,998302.36,0.0389,1051.17
195.87,2378.2,0.2362,0.941,92.11,20781.59,909157.45,0.1111,970.77
284.47,1962.74,0.2772,0.7561,101.49,29556.6,797382.13,0.1128,1317.55
201.15,3970.71,0.0857,0.7657,133.27,54141.19,741761.85,0.0968,334.68
215.56,4539.12,0.2508,0.7244,136.14,46645.98,684883.22,0.1809,1105.3
243.23,2762.24,0.0877,0.7454,26.7,65501.4,646636.05,0.0521,787.1
172.58,2057.19,0.1096,0.8833,133.17,35654.59,761954.95,0.1225,1237.13
201.94,3805.77,0.0677,0.8303,157.14,47759.98,656243.2,0.0849,1059.69
327.76,1516.71,0.1571,0.9294,113.09,51267.0,680839.19,0.1754,1394.5
176.95,2387.76,0.2546,0.7963,135.09,47131.88,610671.93,0.0309,976.26
155.16,2104.71,0.1631,0.9809,145.49,60358.89,579566.34,0.0212,1440.84
227.75,1741.7,0.0458,0.7145,112.02,32584.69,985315.66,0.1986,1099.6
329.9,2430.65,0.083,0.7183,130.78,58952.89,647710.65,0.1176,640.46
260.23,1973.07,0.1732,0.9034,105.4,69295.25,549633.87,0.1828,792.42
240.16,2659.91,0.1791,0.9574,103.35,36915.0,663587.46,0.0846,864.24
278.33,2671.29,0.1773,0.9307,84.05,57111.04,391615.7,0.1228,1086.3
144.07,2163.29,0.0323,0.842,110.48,56396.73,817152.0,0.1403,1334.93
312.1,2359.76,0.2286,0.7782,164.75,60214.98,633316.8,0.1973,1243.41
303.76,2469.17,0.2737,0.7039,76.42,50524.6,566060.56,0.027,1260.47
244.3,3284.38,0.1581,0.8477,124.53,73901.82,545776.25,0.0293,813.64
350.44,2533.73,0.2185,0.8379,115.16,85319.74,318334.59,0.107,1329.41
190.44,3296.02,0.2751,0.7998,151.7,60813.89,992348.38,0.0159,1082.92
359.59,3108.89,0.1964,0.8676,157.66,55679.55,670291.42,0.1469,1301.64
286.59,3097.7,0.2056,0.9114,75.73,50727.36,989530.22,0.1982,582.14
249.76,3737.15,0.2192,0.9033,86.82,28826.61,581233.65,0.1632,1193.28
273.51,1773.14,0.0855,0.7763,88.55,26947.67,722753.55,0.0568,856.57
266.96,2279.34,0.179,0.8697,89.67,31459.57,778087.33,0.1609,649.31
366.52,4031.25,0.2542,0.7431,92.38,54884.7,729564.2,0.1274,1254.73
194.25,2448.44,0.0959,0.7353,115.99,47319.96,543166.73,0.0283,914.15
217.81,444.82,0.2702,0.9279,78.04,75697.42,281877.31,0.1154,1217.95
352.72,2491.01,0.1899,0.9012,82.49,9164.42,1079393.92,0.1799,740.22
230.33,2755.7,0.1327,0.9227,79.96,51172.0,487770.72,0.0615,1693.35
342.54,599.93,0.1907,0.7442,120.6,57650.93,1134769.58,0.1335,1012.31
402.46,3694.92,0.1265,0.9652,102.98,65311.78,512901.99,0.0131,901.41
244.87,2090.93,0.253,0.7386,97.36,52864.84,905362.49,0.1677,1363.5
326.1,2907.37,0.1499,0.9523,78.34,56519.12,748224.53,0.0452,1022.85
188.47,2472.98,0.2714,0.8022,54.2,53404.53,757282.05,0.1237,2000.0
331.6,1640.79,0.1578,0.7306,156.67,57755.91,507971.43,0.1072,1418.94
289.96,1811.44,0.2015,0.7832,95.86,50181.85,551866.59,0.1119,900.09
310.48,1917.52,0.2993,0.7526,190.83,85416.95,554677.15,0.0545,1073.52
226.58,3500.44,0.0526,0.8423,129.47,60034.43,660404.24,0.114,1070.99
150.42,2534.43,0.2237,0.9754,162.93,53756.93,589222.39,0.1225,715.83
312.74,2241.21,0.0503,0.7951,136.46,38320.95,525470.12,0.088,1456.46
120.24,1917.89,0.2533,0.8775,110.02,44852.17,444525.74,0.1285,913.97
251.2,3586.98,0.183,0.9586,86.07,75416.99,464036.37,0.0424,971.69
345.59,3796.96,0.2821,0.8827,74.07,9497.9,711681.05,0.105,1119.23
289.39,3578.05,0.2611,0.805,140.46,51437.18,467032.42,0.1448,760.04
421.13,3035.74,0.0317,0.9873,113.39,50088.77,388389.23,0.0768,1116.92
351.88,2877.03,0.0498,0.7543,124.52,58751.4,633920.01,0.0852,890.76
225.96,1697.52,0.1843,0.8517,130.8,54876.05,173969.38,0.037,899.09
277.05,2457.44,0.1603,0.931,116.27,75510.88,604733.28,0.1252,998.66
271.45,2114.31,0.0589,0.7002,90.06,52120.4,621609.88,0.0291,817.27
156.34,1220.02,0.0475,0.9036,137.07,49442.21,717453.7,0.1027,554.51
204.47,3478.02,0.1736,0.7773,98.72,66204.55,673538.19,0.046,1105.04
232.94,2104.93,0.0242,0.7492,107.87,75791.71,352972.99,0.0429,324.97
122.28,3586.82,0.2634,0.7795,127.72,61832.97,569128.38,0.0237,336.4
278.56,3340.7,0.2441,0.9804,103.13,67190.47,735250.35,0.0747,1064.16
256.32,3086.1,0.2378,0.9587,47.43,46912.83,688771.98,0.1741,992.41
149.53,3130.09,0.0146,0.762,137.95,52569.18,451189.66,0.123,1132.12
305.32,2168.0,0.0238,0.7339,144.74,75014.58,688348.89,0.1569,1260.38
328.69,4105.32,0.1695,0.8056,47.01,59190.74,787148.07,0.0273,423.87
292.03,2683.78,0.2984,0.8718,71.96,46506.51,412692.79,0.0661,855.35
250.69,2886.51,0.1093,0.9515,169.09,51037.08,217873.72,0.0808,908.24
319.36,2141.56,0.1099,0.9802,112.35,67613.0,957264.55,0.1727,1148.89
326.02,1920.59,0.0489,0.9178,105.11,69082.75,668436.31,0.1346,1122.28
298.06,3023.88,0.2056,0.8737,91.5,36604.84,515456.22,0.1006,921.74
213.15,2820.39,0.1975,0.7413,72.36,56482.76,508672.05,0.0636,1063.98
295.75,2031.67,0.0394,0.7215,98.84,50370.59,635064.53,0.1532,962.96
364.66,1523.23,0.1455,0.8728,135.86,49418.66,812121.65,0.1782,760.98
230.25,1655.23,0.2035,0.8563,104.5,72450.08,307061.95,0.1097,1067.08
432.35,3586.97,0.1531,0.9454,124.33,46580.62,526612.98,0.0135,371.0
235.58,2169.62,0.2056,0.7936,160.91,41002.98,933485.55,0.058,1127.68
277.43,2384.52,0.2467,0.7115,86.62,37052.64,769274.55,0.1504,1497.24
224.56,3786.1,0.2089,0.8229,114.59,47619.98,752382.93,0.0806,940.14
291.75,1770.98,0.1887,0.9811,136.81,38368.44,686723.91,0.1271,1702.97
144.33,2080.52,0.2575,0.9307,75.46,36231.1,667475.29,0.1073,1240.96
234.05,2047.8,0.2712,0.7098,110.64,35815.49,513301.33,0.182,1511.83
193.09,3917.49,0.1228,0.9537,164.29,36796.05,495473.13,0.0649,1172.17
285.15,4211.48,0.0602,0.8368,94.23,37946.27,765614.22,0.092,1224.66
349.58,3238.72,0.2472,0.8058,138.83,57084.37,499157.7,0.0176,1095.36
323.45,3263.65,0.072,0.8006,100.53,18160.29,662198.85,0.162,553.53
97.13,2195.39,0.2794,0.8726,161.99,38921.07,636043.63,0.0685,427.64
428.16,4175.41,0.0166,0.8539,52.89,48847.86,1039993.74,0.1458,973.59
297.15,2859.7,0.2772,0.8904,107.06,69452.31,574236.39,0.0056,859.14
216.76,3318.27,0.1809,0.8664,58.17,46442.2,837355.74,0.1741,869.31
286.78,2567.34,0.2347,0.7417,82.81,47970.16,746046.41,0.1945,649.67
288.21,2440.04,0.1256,0.7746,82.62,49048.88,582785.91,0.0966,1401.04
224.99,3952.72,0.2976,0.9439,96.55,20409.15,359690.51,0.0991,723.46
289.84,3072.78,0.076,0.8923,67.37,61375.04,595513.22,0.1252,702.98
229.44,3786.91,0.0867,0.83,102.73,60687.46,784048.81,0.1951,1062.15
244.67,2850.01,0.0249,0.753,119.58,63939.19,363486.12,0.1139,1393.09
223.53,1985.45,0.2827,0.7022,56.49,91846.49,771470.48,0.0194,1318.63
167.55,2193.05,0.1422,0.7904,84.89,29074.39,871891.6,0.1152,844.29
285.94,2730.66,0.2057,0.7159,185.46,25947.56,625009.4,0.0867,982.75
318.9,2159.24,0.2094,0.8399,115.43,62146.81,786911.95,0.1534,1569.43
313.62,1782.49,0.2636,0.9383,47.44,44931.43,633770.39,0.0642,1400.25
336.49,3591.11,0.2028,0.7828,60.65,34237.13,719133.53,0.1853,1327.61
299.33,2223.19,0.173,0.9458,112.15,45837.72,901728.9,0.161,1172.0
235.05,2758.25,0.216,0.9043,108.19,40297.33,298312.76,0.0687,1081.72
337.97,2881.97,0.2278,0.7363,86.4,78958.82,454486.66,0.0736,1686.05
173.19,2189.28,0.0639,0.8869,174.45,87819.9,853634.92,0.106,1407.38
207.45,3786.46,0.0418,0.744,187.93,23513.24,890153.88,0.0244,1088.67
202.68,1774.91,0.0317,0.8899,96.63,26136.94,327230.66,0.1396,1279.02
356.0,2854.94,0.1185,0.7414,132.64,37970.43,915336.11,0.1238,971.07
345.71,2842.79,0.1544,0.8138,134.23,39122.79,96716.4,0.0671,541.95
311.55,2607.5,0.1885,0.8643,138.44,37708.2,729866.72,0.1294,726.24
355.39,1634.09,0.2878,0.7146,84.73,47295.14,649321.27,0.0242,904.1
209.05,3332.14,0.1059,0.7445,166.42,43127.23,460843.7,0.1907,883.6
301.14,3232.42,0.2307,0.7929,102.83,28165.39,473033.87,0.0181,821.02
265.61,2120.8,0.1641,0.8341,118.36,33557.66,480332.63,0.0691,835.42
338.52,3204.2,0.0738,0.949,105.06,76014.59,565577.82,0.1943,1463.6
266.36,2943.68,0.1884,0.7543,100.58,44602.1,999235.0,0.0827,1630.34
246.13,1646.85,0.2905,0.8008,113.82,43757.59,768974.52,0.1777,1465.58
315.57,1981.09,0.046,0.838,67.45,25412.79,890012.02,0.0344,366.83
340.71,3541.65,0.1571,0.7858,42.58,42856.92,542228.72,0.018,1391.34
224.87,2892.38,0.025,0.8815,98.24,66354.89,651591.27,0.0261,1283.23
270.42,2207.96,0.1032,0.7744,77.12,60326.6,393824.26,0.1946,1038.21
195.62,1977.53,0.19,0.924,122.34,63883.14,550867.95,0.0223,892.62
87.65,2246.27,0.2539,0.8465,118.74,30640.65,496605.08,0.1321,953.44
290.03,2301.82,0.2218,0.725,105.43,30376.31,702750.57,0.0909,1363.5
320.67,1987.33,0.1442,0.8818,151.92,69201.69,466042.83,0.1729,1172.13
294.66,1285.62,0.2737,0.8651,104.8,64133.52,440300.74,0.0624,1436.19
128.78,3543.01,0.0978,0.7982,58.83,46235.36,684477.48,0.0106,1307.98
248.69,3410.33,0.2287,0.7032,97.92,64575.16,595403.64,0.151,1506.16
108.62,1652.62,0.1475,0.7582,142.08,30650.56,467294.26,0.1198,1250.76
377.73,2756.78,0.2706,0.8177,45.33,29966.28,438364.46,0.0897,689.88
193.55,1943.25,0.2413,0.758,102.02,23811.89,467227.78,0.068,543.31
369.16,2445.11,0.2714,0.8675,123.22,56464.26,767293.68,0.1804,1254.58
